image,title,crew,genre
"https://m.media-amazon.com/images/M/MV5BZWI3ZTMxNjctMjdlNS00NmUwLWFiM2YtZDUyY2I3N2MxYTE0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Stanley Kubrick Peter Sellers George C. Scott Sterling Hayden,Comedy
"https://m.media-amazon.com/images/M/MV5BNDQwODU5OWYtNDcyNi00MDQ1LThiOGMtZDkwNWJiM2Y3MDg0XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Witness for the Prosecution,Billy Wilder Tyrone Power Marlene Dietrich Charles Laughton,Crime Drama Mystery
"https://m.media-amazon.com/images/M/MV5BNjViMmRkOTEtM2ViOS00ODg0LWJhYWEtNTBlOGQxNDczOGY3XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UY98_CR2,0,67,98_AL_.jpg",Paths of Glory,Stanley Kubrick Kirk Douglas Ralph Meeker Adolphe Menjou,Drama War
"https://m.media-amazon.com/images/M/MV5BNGUxYWM3M2MtMGM3Mi00ZmRiLWE0NGQtZjE5ODI2OTJhNTU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",Rear Window,Alfred Hitchcock James Stewart Grace Kelly Wendell Corey,Mystery Thriller
"https://m.media-amazon.com/images/M/MV5BMTU0NTkyNzYwMF5BMl5BanBnXkFtZTgwMDU0NDk5MTI@._V1_UX67_CR0,0,67,98_AL_.jpg",Sunset Blvd.,Billy Wilder William Holden Gloria Swanson Erich von Stroheim,Drama Film-Noir
"https://m.media-amazon.com/images/M/MV5BMmExYWJjNTktNGUyZS00ODhmLTkxYzAtNWIzOGEyMGNiMmUwXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",The Great Dictator,Charles Chaplin Charles Chaplin Paulette Goddard Jack Oakie,Comedy Drama War
"https://m.media-amazon.com/images/M/MV5BOTdmNTFjNDEtNzg0My00ZjkxLTg1ZDAtZTdkMDc2ZmFiNWQ1XkEyXkFqcGdeQXVyNTAzNzgwNTg@._V1_UX67_CR0,0,67,98_AL_.jpg",1917,Sam Mendes Dean-Charles Chapman George MacKay Daniel Mays,Drama Thriller War
"https://m.media-amazon.com/images/M/MV5BYmQxNmU4ZjgtYzE5Mi00ZDlhLTlhOTctMzJkNjk2ZGUyZGEwXkEyXkFqcGdeQXVyMzgxMDA0Nzk@._V1_UY98_CR1,0,67,98_AL_.jpg",Tumbbad,Rahi Anil Barve Anand Gandhi Adesh Prasad Sohum Shah,Drama Fantasy Horror
"https://m.media-amazon.com/images/M/MV5BZWZhMjhhZmYtOTIzOC00MGYzLWI1OGYtM2ZkN2IxNTI4ZWI3XkEyXkFqcGdeQXVyNDAzNDk0MTQ@._V1_UY98_CR0,0,67,98_AL_.jpg",Andhadhun,Sriram Raghavan Ayushmann Khurrana Tabu Radhika Apte,Crime Drama Music
"https://m.media-amazon.com/images/M/MV5BYmY3MzYwMGUtOWMxYS00OGVhLWFjNmUtYzlkNGVmY2ZkMjA3XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY98_CR4,0,67,98_AL_.jpg",Drishyam,Jeethu Joseph Mohanlal Meena Asha Sharath,Crime Drama Thriller
"https://m.media-amazon.com/images/M/MV5BMTg2NDg3ODg4NF5BMl5BanBnXkFtZTcwNzk3NTc3Nw@@._V1_UY98_CR1,0,67,98_AL_.jpg",Jagten,Thomas Vinterberg Mads Mikkelsen Thomas Bo Larsen Annika Wedderkopp,Drama
"https://m.media-amazon.com/images/M/MV5BN2JmMjViMjMtZTM5Mi00ZGZkLTk5YzctZDg5MjFjZDE4NjNkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",Jodaeiye Nader az Simin,Asghar Farhadi Payman Maadi Leila Hatami Sareh Bayat,Drama
"https://m.media-amazon.com/images/M/MV5BMWE3MGYzZjktY2Q5Mi00Y2NiLWIyYWUtMmIyNzA3YmZlMGFhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",Incendies,Denis Villeneuve Lubna Azabal Mélissa Désormeaux-Poulin Maxim Gaudette,Drama Mystery War
"https://m.media-amazon.com/images/M/MV5BOGE3N2QxN2YtM2ZlNS00MWIyLWE1NDAtYWFlN2FiYjY1MjczXkEyXkFqcGdeQXVyOTUwNzc0ODc@._V1_UY98_CR1,0,67,98_AL_.jpg",Miracle in cell NO.7,Mehmet Ada Öztekin Aras Bulut Iynemli Nisa Sofiya Aksongur Deniz Baysal,Drama
"https://m.media-amazon.com/images/M/MV5BNjAzMzEwYzctNjc1MC00Nzg5LWFmMGItMTgzYmMyNTY2OTQ4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY98_CR0,0,67,98_AL_.jpg",Babam ve Oglum,Çagan Irmak Çetin Tekindor Fikret Kuskan Hümeyra,Drama Family
"https://m.media-amazon.com/images/M/MV5BOTJiNDEzOWYtMTVjOC00ZjlmLWE0NGMtZmE1OWVmZDQ2OWJhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX67_CR0,0,67,98_AL_.jpg",Inglourious Basterds,Quentin Tarantino Brad Pitt Diane Kruger Eli Roth,Adventure Drama War
"https://m.media-amazon.com/images/M/MV5BMTY4NzcwODg3Nl5BMl5BanBnXkFtZTcwNTEwOTMyMw@@._V1_UX67_CR0,0,67,98_AL_.jpg",Eternal Sunshine of the Spotless Mind,Michel Gondry Jim Carrey Kate Winslet Tom Wilkinson,Drama Romance Sci-Fi
"https://m.media-amazon.com/images/M/MV5BNDg4NjM1YjMtYmNhZC00MjM0LWFiZmYtNGY1YjA3MzZmODc5XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",Amélie,Jean-Pierre Jeunet Audrey Tautou Mathieu Kassovitz Rufus,Comedy Romance
"https://m.media-amazon.com/images/M/MV5BMTA2NDYxOGYtYjU1Mi00Y2QzLTgxMTQtMWI1MGI0ZGQ5MmU4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY98_CR0,0,67,98_AL_.jpg",Snatch,Guy Ritchie Jason Statham Brad Pitt Benicio Del Toro,Comedy Crime
"https://m.media-amazon.com/images/M/MV5BOTdiNzJlOWUtNWMwNS00NmFlLWI0YTEtZmI3YjIzZWUyY2Y3XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",Requiem for a Dream,Darren Aronofsky Ellen Burstyn Jared Leto Jennifer Connelly,Drama
"https://m.media-amazon.com/images/M/MV5BNTBmZWJkNjctNDhiNC00MGE2LWEwOTctZTk5OGVhMWMyNmVhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",American Beauty,Sam Mendes Kevin Spacey Annette Bening Thora Birch,Drama
"https://m.media-amazon.com/images/M/MV5BOTI0MzcxMTYtZDVkMy00NjY1LTgyMTYtZmUxN2M3NmQ2NWJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",Good Will Hunting,Gus Van Sant Robin Williams Matt Damon Ben Affleck,Drama Romance
"https://m.media-amazon.com/images/M/MV5BZTYwZWQ4ZTQtZWU0MS00N2YwLWEzMDItZWFkZWY0MWVjODVhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",Bacheha-Ye aseman,Majid Majidi Mohammad Amir Naji Amir Farrokh Hashemian Bahare Seddiqi,Drama Family Sport
"https://m.media-amazon.com/images/M/MV5BMDU2ZWJlMjktMTRhMy00ZTA5LWEzNDgtYmNmZTEwZTViZWJkXkEyXkFqcGdeQXVyNDQ2OTk4MzI@._V1_UX67_CR0,0,67,98_AL_.jpg",Toy Story,John Lasseter Tom Hanks Tim Allen Don Rickles,Animation Adventure Comedy
"https://m.media-amazon.com/images/M/MV5BMzkzMmU0YTYtOWM3My00YzBmLWI0YzctOGYyNTkwMWE5MTJkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",Braveheart,Mel Gibson Mel Gibson Sophie Marceau Patrick McGoohan,Biography Drama History
"https://m.media-amazon.com/images/M/MV5BZmExNmEwYWItYmQzOS00YjA5LTk2MjktZjEyZDE1Y2QxNjA1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",Reservoir Dogs,Quentin Tarantino Harvey Keitel Tim Roth Michael Madsen,Crime Drama Thriller
"https://m.media-amazon.com/images/M/MV5BNzkxODk0NjEtYjc4Mi00ZDI0LTgyYjEtYzc1NDkxY2YzYTgyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",Full Metal Jacket,Stanley Kubrick Matthew Modine R. Lee Ermey Vincent D'Onofrio,Drama War
"https://m.media-amazon.com/images/M/MV5BODM4Njg0NTAtYjI5Ny00ZjAxLTkwNmItZTMxMWU5M2U3M2RjXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",Idi i smotri,Elem Klimov Aleksey Kravchenko Olga Mironova Liubomiras Laucevicius,Drama Thriller War
"https://m.media-amazon.com/images/M/MV5BZGU2OGY5ZTYtMWNhYy00NjZiLWI0NjUtZmNhY2JhNDRmODU3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",Aliens,James Cameron Sigourney Weaver Michael Biehn Carrie Henn,Action Adventure Sci-Fi
"https://m.media-amazon.com/images/M/MV5BNWJlNzUzNGMtYTAwMS00ZjI2LWFmNWQtODcxNWUxODA5YmU1XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX67_CR0,0,67,98_AL_.jpg",Amadeus,Milos Forman F. Murray Abraham Tom Hulce Elizabeth Berridge,Biography Drama History
"https://m.media-amazon.com/images/M/MV5BNjdjNGQ4NDEtNTEwYS00MTgxLTliYzQtYzE2ZDRiZjFhZmNlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",Scarface,Brian De Palma Al Pacino Michelle Pfeiffer Steven Bauer,Crime Drama
"https://m.media-amazon.com/images/M/MV5BOWZlMjFiYzgtMTUzNC00Y2IzLTk1NTMtZmNhMTczNTk0ODk1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Star Wars: Episode VI - Return of the Jedi,Richard Marquand Mark Hamill Harrison Ford Carrie Fisher,Action Adventure Fantasy
"https://m.media-amazon.com/images/M/MV5BOGZhZDIzNWMtNjkxMS00MDQ1LThkMTYtZWQzYWU3MWMxMGU5XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",Das Boot,Wolfgang Petersen Jürgen Prochnow Herbert Grönemeyer Klaus Wennemann,Adventure Drama Thriller
"https://m.media-amazon.com/images/M/MV5BM2M1MmVhNDgtNmI0YS00ZDNmLTkyNjctNTJiYTQ2N2NmYzc2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",Taxi Driver,Martin Scorsese Robert De Niro Jodie Foster Cybill Shepherd,Crime Drama
"https://m.media-amazon.com/images/M/MV5BNGU3NjQ4YTMtZGJjOS00YTQ3LThmNmItMTI5MDE2ODI3NzY3XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg",The Sting,George Roy Hill Paul Newman Robert Redford Robert Shaw,Comedy Crime Drama
"https://m.media-amazon.com/images/M/MV5BMTY3MjM1Mzc4N15BMl5BanBnXkFtZTgwODM0NzAxMDE@._V1_UX67_CR0,0,67,98_AL_.jpg",A Clockwork Orange,Stanley Kubrick Malcolm McDowell Patrick Magee Michael Bates,Crime Drama Sci-Fi
"https://m.media-amazon.com/images/M/MV5BMmNlYzRiNDctZWNhMi00MzI4LThkZTctMTUzMmZkMmFmNThmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",2001: A Space Odyssey,Stanley Kubrick Keir Dullea Gary Lockwood William Sylvester,Adventure Sci-Fi
"https://m.media-amazon.com/images/M/MV5BNWM1NmYyM2ItMTFhNy00NDU0LThlYWUtYjQyYTJmOTY0ZmM0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",Per qualche dollaro in più,Sergio Leone Clint Eastwood Lee Van Cleef Gian Maria Volontè,Western
"https://m.media-amazon.com/images/M/MV5BYWY5ZjhjNGYtZmI2Ny00ODM0LWFkNzgtZmI1YzA2N2MxMzA0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UY98_CR0,0,67,98_AL_.jpg",Lawrence of Arabia,David Lean Peter O'Toole Alec Guinness Anthony Quinn,Adventure Biography Drama
"https://m.media-amazon.com/images/M/MV5BNzkwODFjNzItMmMwNi00MTU5LWE2MzktM2M4ZDczZGM1MmViXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_UX67_CR0,0,67,98_AL_.jpg",The Apartment,Billy Wilder Jack Lemmon Shirley MacLaine Fred MacMurray,Comedy Drama Romance
"https://m.media-amazon.com/images/M/MV5BZDA3NDExMTUtMDlhOC00MmQ5LWExZGUtYmI1NGVlZWI4OWNiXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",North by Northwest,Alfred Hitchcock Cary Grant Eva Marie Saint James Mason,Adventure Mystery Thriller
"https://m.media-amazon.com/images/M/MV5BYTE4ODEwZDUtNDFjOC00NjAxLWEzYTQtYTI1NGVmZmFlNjdiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",Vertigo,Alfred Hitchcock James Stewart Kim Novak Barbara Bel Geddes,Mystery Romance Thriller
"https://m.media-amazon.com/images/M/MV5BZDRjNGViMjQtOThlMi00MTA3LThkYzQtNzJkYjBkMGE0YzE1XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_UY98_CR0,0,67,98_AL_.jpg",Singin' in the Rain,Stanley Donen Gene Kelly Gene Kelly Donald O'Connor,Comedy Musical Romance
"https://m.media-amazon.com/images/M/MV5BZmM0NGY3Y2MtMTA1YS00YmQzLTk2YTctYWFhMDkzMDRjZWQzXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX67_CR0,0,67,98_AL_.jpg",Ikiru,Akira Kurosawa Takashi Shimura Nobuo Kaneko Shin'ichi Himori,Drama
"https://m.media-amazon.com/images/M/MV5BNmI1ODdjODctMDlmMC00ZWViLWI5MzYtYzRhNDdjYmM3MzFjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR0,0,67,98_AL_.jpg",Ladri di biciclette,Vittorio De Sica Lamberto Maggiorani Enzo Staiola Lianella Carell,Drama
"https://m.media-amazon.com/images/M/MV5BOTdlNjgyZGUtOTczYi00MDdhLTljZmMtYTEwZmRiOWFkYjRhXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_UX67_CR0,0,67,98_AL_.jpg",Double Indemnity,Billy Wilder Fred MacMurray Barbara Stanwyck Edward G. Robinson,Crime Drama Film-Noir
"https://m.media-amazon.com/images/M/MV5BYjBiOTYxZWItMzdiZi00NjlkLWIzZTYtYmFhZjhiMTljOTdkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",Citizen Kane,Orson Welles Orson Welles Joseph Cotten Dorothy Comingore,Drama Mystery
"https://m.media-amazon.com/images/M/MV5BODA4ODk3OTEzMF5BMl5BanBnXkFtZTgwMTQ2ODMwMzE@._V1_UX67_CR0,0,67,98_AL_.jpg",M - Eine Stadt sucht einen Mörder,Fritz Lang Peter Lorre Ellen Widmann Inge Landgut,Crime Mystery Thriller
"https://m.media-amazon.com/images/M/MV5BMTg5YWIyMWUtZDY5My00Zjc1LTljOTctYmI0MWRmY2M2NmRkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",Metropolis,Fritz Lang Brigitte Helm Alfred Abel Gustav Fröhlich,Drama Sci-Fi
"https://m.media-amazon.com/images/M/MV5BZjhhMThhNDItNTY2MC00MmU1LTliNDEtNDdhZjdlNTY5ZDQ1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",The Kid,Charles Chaplin Charles Chaplin Edna Purviance Jackie Coogan,Comedy Drama Family
"https://m.media-amazon.com/images/M/MV5BYjg2ZDI2YTYtN2EwYi00YWI5LTgyMWQtMWFkYmE3NmJkOGVhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR0,0,67,98_AL_.jpg",Chhichhore,Nitesh Tiwari Sushant Singh Rajput Shraddha Kapoor Varun Sharma,Comedy Drama
"https://m.media-amazon.com/images/M/MV5BMWU4ZjNlNTQtOGE2MS00NDI0LWFlYjMtMmY3ZWVkMjJkNGRmXkEyXkFqcGdeQXVyNjE1OTQ0NjA@._V1_UY98_CR0,0,67,98_AL_.jpg",Uri: The Surgical Strike,Aditya Dhar Vicky Kaushal Paresh Rawal Mohit Raina,Action Drama War
"https://m.media-amazon.com/images/M/MV5BZDNlNzBjMGUtYTA0Yy00OTI2LWJmZjMtODliYmUyYTI0OGFmXkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_UX67_CR0,0,67,98_AL_.jpg",K.G.F: Chapter 1,Prashanth Neel Yash Srinidhi Shetty Ramachandra Raju,Action Drama
"https://m.media-amazon.com/images/M/MV5BYzIzYmJlYTYtNGNiYy00N2EwLTk4ZjItMGYyZTJiOTVkM2RlXkEyXkFqcGdeQXVyODY1NDk1NjE@._V1_UX67_CR0,0,67,98_AL_.jpg",Green Book,Peter Farrelly Viggo Mortensen Mahershala Ali Linda Cardellini,Biography Comedy Drama
"https://m.media-amazon.com/images/M/MV5BMjI0ODcxNzM1N15BMl5BanBnXkFtZTgwMzIwMTEwNDI@._V1_UX67_CR0,0,67,98_AL_.jpg","Three Billboards Outside Ebbing, Missouri",Martin McDonagh Frances McDormand Woody Harrelson Sam Rockwell,Comedy Crime Drama
"https://m.media-amazon.com/images/M/MV5BMTYzODg0Mjc4M15BMl5BanBnXkFtZTgwNzY4Mzc3NjE@._V1_UY98_CR2,0,67,98_AL_.jpg",Talvar,Meghna Gulzar Irrfan Khan Konkona Sen Sharma Neeraj Kabi,Crime Drama Mystery
"https://m.media-amazon.com/images/M/MV5BOGNlNmRkMjctNDgxMC00NzFhLWIzY2YtZDk3ZDE0NWZhZDBlXkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_UX67_CR0,0,67,98_AL_.jpg",Baahubali 2: The Conclusion,S.S. Rajamouli Prabhas Rana Daggubati Anushka Shetty,Action Drama
"https://m.media-amazon.com/images/M/MV5BMWYwOThjM2ItZGYxNy00NTQwLWFlZWEtM2MzM2Q5MmY3NDU5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Klaus,Sergio Pablos Carlos Martínez López Jason Schwartzman J.K. Simmons,Animation Adventure Comedy
"https://m.media-amazon.com/images/M/MV5BYmJhZmJlYTItZmZlNy00MGY0LTg0ZGMtNWFkYWU5NTA1YTNhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR0,0,67,98_AL_.jpg",Drishyam,Nishikant Kamat Ajay Devgn Shriya Saran Tabu,Crime Drama Mystery
"https://m.media-amazon.com/images/M/MV5BNWYyOWRlOWItZWM5MS00ZjJkLWI0MTUtYTE3NTI5MDAwYjgyXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR0,0,67,98_AL_.jpg",Queen,Vikas Bahl Kangana Ranaut Rajkummar Rao Lisa Haydon,Adventure Comedy Drama
"https://m.media-amazon.com/images/M/MV5BMTgwNzA3MDQzOV5BMl5BanBnXkFtZTgwNTE5MDE5NDE@._V1_UX67_CR0,0,67,98_AL_.jpg",Mandariinid,Zaza Urushadze Lembit Ulfsak Elmo Nüganen Giorgi Nakashidze,Drama War
"https://m.media-amazon.com/images/M/MV5BMTY1Nzg4MjcwN15BMl5BanBnXkFtZTcwOTc1NTk1OQ@@._V1_UY98_CR0,0,67,98_AL_.jpg",Bhaag Milkha Bhaag,Rakeysh Omprakash Mehra Farhan Akhtar Sonam Kapoor Pawan Malhotra,Biography Drama Sport
"https://m.media-amazon.com/images/M/MV5BMTc5NjY4MjUwNF5BMl5BanBnXkFtZTgwODM3NzM5MzE@._V1_UX67_CR0,0,67,98_AL_.jpg",Gangs of Wasseypur,Anurag Kashyap Manoj Bajpayee Richa Chadha Nawazuddin Siddiqui,Action Comedy Crime
"https://m.media-amazon.com/images/M/MV5BNzgxMzExMzUwNV5BMl5BanBnXkFtZTcwMDc2MjUwNA@@._V1_UY98_CR0,0,67,98_AL_.jpg",Udaan,Vikramaditya Motwane Rajat Barmecha Ronit Roy Manjot Singh,Drama
"https://m.media-amazon.com/images/M/MV5BNTgwODM5OTMzN15BMl5BanBnXkFtZTcwMTA3NzI1Nw@@._V1_UY98_CR0,0,67,98_AL_.jpg",Paan Singh Tomar,Tigmanshu Dhulia Irrfan Khan Mahie Gill Rajesh Abhay,Action Biography Crime
"https://m.media-amazon.com/images/M/MV5BY2FhZGI5M2QtZWFiZS00NjkwLWE4NWQtMzg3ZDZjNjdkYTJiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",El secreto de sus ojos,Juan José Campanella Ricardo Darín Soledad Villamil Pablo Rago,Drama Mystery Romance
"https://m.media-amazon.com/images/M/MV5BMTk4ODk5MTMyNV5BMl5BanBnXkFtZTcwMDMyNTg0Ng@@._V1_UX67_CR0,0,67,98_AL_.jpg",Warrior,Gavin O'Connor Tom Hardy Nick Nolte Joel Edgerton,Action Drama Sport
"https://m.media-amazon.com/images/M/MV5BYzhiNDkyNzktNTZmYS00ZTBkLTk2MDAtM2U0YjU1MzgxZjgzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",Shutter Island,Martin Scorsese Leonardo DiCaprio Emily Mortimer Mark Ruffalo,Mystery Thriller
"https://m.media-amazon.com/images/M/MV5BMTk3NDE2NzI4NF5BMl5BanBnXkFtZTgwNzE1MzEyMTE@._V1_UX67_CR0,0,67,98_AL_.jpg",Up,Pete Docter Bob Peterson Edward Asner Jordan Nagai,Animation Adventure Comedy
"https://m.media-amazon.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@._V1_UX67_CR0,0,67,98_AL_.jpg",The Wolf of Wall Street,Martin Scorsese Leonardo DiCaprio Jonah Hill Margot Robbie,Biography Crime Drama
"https://m.media-amazon.com/images/M/MV5BMTUzODMyNzk4NV5BMl5BanBnXkFtZTgwNTk1NTYyNTM@._V1_UY98_CR3,0,67,98_AL_.jpg",Chak De! India,Shimit Amin Shah Rukh Khan Vidya Malvade Sagarika Ghatge,Drama Family Sport
"https://m.media-amazon.com/images/M/MV5BMjAxODQ4MDU5NV5BMl5BanBnXkFtZTcwMDU4MjU1MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",There Will Be Blood,Paul Thomas Anderson Daniel Day-Lewis Paul Dano Ciarán Hinds,Drama
"https://m.media-amazon.com/images/M/MV5BMTU3ODg2NjQ5NF5BMl5BanBnXkFtZTcwMDEwODgzMQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Pan's Labyrinth,Guillermo del Toro Ivana Baquero Ariadna Gil Sergi López,Drama Fantasy War
"https://m.media-amazon.com/images/M/MV5BMTgxOTY4Mjc0MF5BMl5BanBnXkFtZTcwNTA4MDQyMw@@._V1_UY98_CR1,0,67,98_AL_.jpg",Toy Story 3,Lee Unkrich Tom Hanks Tim Allen Joan Cusack,Animation Adventure Comedy
"https://m.media-amazon.com/images/M/MV5BOTI5ODc3NzExNV5BMl5BanBnXkFtZTcwNzYxNzQzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg",V for Vendetta,James McTeigue Hugo Weaving Natalie Portman Rupert Graves,Action Drama Sci-Fi
"https://m.media-amazon.com/images/M/MV5BYThmZDA0YmQtMWJhNy00MDQwLTk0Y2YtMDhmZTE5ZjhlNjliXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR1,0,67,98_AL_.jpg",Rang De Basanti,Rakeysh Omprakash Mehra Aamir Khan Soha Ali Khan Siddharth,Comedy Crime Drama
"https://m.media-amazon.com/images/M/MV5BNTI5MmE5M2UtZjIzYS00M2JjLWIwNDItYTY2ZWNiODBmYTBiXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY98_CR0,0,67,98_AL_.jpg",Black,Sanjay Leela Bhansali Amitabh Bachchan Rani Mukerji Shernaz Patel,Drama
"https://m.media-amazon.com/images/M/MV5BOTY4YjI2N2MtYmFlMC00ZjcyLTg3YjEtMDQyM2ZjYzQ5YWFkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",Batman Begins,Christopher Nolan Christian Bale Michael Caine Ken Watanabe,Action Adventure
"https://m.media-amazon.com/images/M/MV5BYzExOTcwNjYtZTljMC00YTQ2LWI2YjYtNWFlYzQ0YTJhNzJmXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY98_CR0,0,67,98_AL_.jpg","Swades: We, the People",Ashutosh Gowariker Shah Rukh Khan Gayatri Joshi Kishori Ballal,Drama
"https://m.media-amazon.com/images/M/MV5BMTU0NTU5NTAyMl5BMl5BanBnXkFtZTYwNzYwMDg2._V1_UX67_CR0,0,67,98_AL_.jpg",Der Untergang,Oliver Hirschbiegel Bruno Ganz Alexandra Maria Lara Ulrich Matthes,Biography Drama History
"https://m.media-amazon.com/images/M/MV5BNmM4YTFmMmItMGE3Yy00MmRkLTlmZGEtMzZlOTQzYjk3MzA2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",Hauru no ugoku shiro,Hayao Miyazaki Chieko Baishô Takuya Kimura Tatsuya Gashûin,Animation Adventure Family
"https://m.media-amazon.com/images/M/MV5BMzcwYWFkYzktZjAzNC00OGY1LWI4YTgtNzc5MzVjMDVmNjY0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",A Beautiful Mind,Ron Howard Russell Crowe Ed Harris Jennifer Connelly,Biography Drama
"https://m.media-amazon.com/images/M/MV5BMGMzZjY2ZWQtZjQxYS00NWY3LThhNjItNWQzNTkzOTllODljXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_UY98_CR1,0,67,98_AL_.jpg",Hera Pheri,Priyadarshan Akshay Kumar Sunil Shetty Paresh Rawal,Action Comedy Crime
"https://m.media-amazon.com/images/M/MV5BMTAyN2JmZmEtNjAyMy00NzYwLThmY2MtYWQ3OGNhNjExMmM4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg","Lock, Stock and Two Smoking Barrels",Guy Ritchie Jason Flemyng Dexter Fletcher Nick Moran,Action Comedy Crime
